#Wave		#Intensity
1907.732422	787.279053
1906.187500	817.994263
1904.640625	854.996216
1903.093750	825.730225
1901.544922	820.710083
1899.998047	862.533813
1898.449219	796.142090
1896.900391	789.516724
1895.351563	803.878906
1893.802734	829.532166
1892.253906	818.063293
1890.705078	834.023621
1889.154297	790.301392
1887.603516	844.961243
1886.052734	827.049988
1884.501953	805.922485
1882.951172	826.703003
1881.398438	766.916321
1879.847656	811.858704
1878.294922	832.624878
1876.742188	801.857300
1875.189453	835.495300
1873.636719	799.911560
1872.082031	815.835266
1870.529297	826.925842
1868.974609	842.837158
1867.419922	815.322266
1865.865234	787.818848
1864.308594	827.840149
1862.753906	901.594116
1861.197266	853.201660
1859.640625	885.151794
1858.085938	849.631897
1856.527344	793.251831
1854.970703	823.588867
1853.414063	812.180603
1851.855469	877.805786
1850.296875	840.720032
1848.738281	882.250305
1847.179688	864.424194
1845.621094	836.984985
1844.060547	859.252808
1842.501953	828.620667
1840.941406	847.676025
1839.380859	871.529663
1837.820313	810.480957
1836.259766	810.311218
1834.697266	842.162964
1833.134766	848.389526
1831.574219	881.820313
1830.011719	795.232178
1828.449219	819.061584
1826.884766	844.480408
1825.322266	845.902649
1823.757813	887.292419
1822.193359	880.713074
1820.628906	826.194824
1819.064453	856.378540
1817.500000	856.199280
1815.933594	862.408264
1814.369141	823.906494
1812.802734	871.625488
1811.236328	858.674683
1809.669922	863.282043
1808.103516	893.413635
1806.535156	858.135559
1804.966797	854.766479
1803.400391	845.021301
1801.832031	863.972961
1800.261719	882.916687
1798.693359	841.304016
1797.125000	842.721008
1795.554688	828.210205
1793.984375	866.253906
1792.414063	827.863525
1790.843750	886.583557
1789.273438	868.892822
1787.701172	863.937805
1786.128906	851.031311
1784.558594	830.178223
1782.986328	825.234314
1781.412109	844.138123
1779.839844	850.318970
1778.267578	883.510986
1776.693359	822.954834
1775.119141	868.845703
1773.544922	828.962585
1771.970703	868.481995
1770.396484	896.873169
1768.820313	882.401917
1767.244141	863.176514
1765.667969	864.582214
1764.091797	897.708374
1762.515625	846.777283
1760.939453	895.747131
1759.361328	889.219360
1757.785156	877.940063
1756.207031	833.393127
1754.628906	904.501587
1753.048828	866.302551
1751.470703	867.704590
1749.890625	865.939819
1748.312500	848.348328
1746.732422	865.577148
1745.152344	930.260986
1743.572266	911.085266
1741.990234	896.661682
1740.410156	864.852234
1738.828125	855.186584
1737.246094	883.455017
1735.664063	886.430115
1734.082031	909.940796
1732.498047	900.273621
1730.916016	903.243164
1729.332031	910.947754
1727.748047	902.864685
1726.164063	869.535339
1724.580078	856.730957
1722.994141	872.325806
